model,aggregation,seed,fold,regime_dimension,regime_value,n_assets_required,n_assets_reportable,n_per_asset_min,n_per_asset_max,macro_status,macro_weighting,mae_skill_aggregation,mae,rmse,directional_accuracy,actual_positive_direction_balance,matched_baseline_mae,mae_skill,matched_direction_persistence_da,da_difference,mae_seed_std,mae_seed_min,mae_seed_max,rmse_seed_std,rmse_seed_min,rmse_seed_max,directional_accuracy_seed_std,directional_accuracy_seed_min,directional_accuracy_seed_max,actual_positive_direction_balance_seed_std,actual_positive_direction_balance_seed_min,actual_positive_direction_balance_seed_max,matched_baseline_mae_seed_std,matched_baseline_mae_seed_min,matched_baseline_mae_seed_max,mae_skill_seed_std,mae_skill_seed_min,mae_skill_seed_max,matched_direction_persistence_da_seed_std,matched_direction_persistence_da_seed_min,matched_direction_persistence_da_seed_max,da_difference_seed_std,da_difference_seed_min,da_difference_seed_max
lstm_seed_mean,seed_metric_summary,seed_mean,D2,volatility,low_volatility,4,4,108,108,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.013373881064107038,0.017671826158396194,0.51929012345679004,0.53472222222222232,0.012960323593227865,-0.034219301627466898,0.52083333333333337,-0.0015432098765432122,0.00022383628506555419,0.013164988251034734,0.013684305305016155,0.00027122512980624924,0.017421888778425147,0.018048773192942378,0.0010912141684977896,0.51851851851851849,0.52083333333333337,0,0.53472222222222232,0.53472222222222232,0,0.012960323593227865,0.012960323593227865,0.017586489398795792,-0.058602347313628678,-0.017781930652287337,0,0.52083333333333337,0.52083333333333337,0.0010912141684977601,-0.0023148148148148251,0
lstm_seed_mean,seed_metric_summary,seed_mean,D3,transition,stable,4,4,194,194,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.022075458582147701,0.028133265558427906,0.49054982817869419,0.45103092783505155,0.021232707289371735,-0.044396279354970002,0.52835051546391754,-0.037800687285223379,0.00020244804755963335,0.021902381856390683,0.022359509357780406,0.00014759891427921067,0.027987379791672193,0.028335499456722407,0.0021903004783474156,0.48840206185567014,0.49355670103092786,5.5511151231257827e-17,0.45103092783505161,0.45103092783505161,0,0.021232707289371735,0.021232707289371735,0.011217414351681223,-0.060243321816902895,-0.03584108493854482,0,0.52835051546391754,0.52835051546391754,0.0021903004783474212,-0.039948453608247433,-0.034793814432989692
lstm_seed_mean,seed_metric_summary,seed_mean,D3,transition,transition,4,4,57,57,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.023801612725043903,0.029823745646328,0.47660818713450293,0.52192982456140358,0.021680895236396814,-0.10174588804587768,0.5,-0.023391812865497085,0.00039210832282718426,0.023247881119400592,0.024104157058378053,0.00045141129244382255,0.029232101049865202,0.030327235313267108,0.0054702593373887757,0.4692982456140351,0.48245614035087714,0,0.52192982456140358,0.52192982456140358,0,0.021680895236396814,0.021680895236396814,0.019836017680591456,-0.1165216396087545,-0.073707121957936439,0,0.5,0.5,0.0054702593373887965,-0.030701754385964911,-0.01754385964912282
lstm_seed_mean,seed_metric_summary,seed_mean,D3,trend,negative_trend,4,4,196,196,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.023262219034886216,0.029277848910341329,0.49489795918367346,0.48979591836734687,0.022308709925902753,-0.045375139934648943,0.52295918367346939,-0.028061224489795932,0.00023918335605777754,0.022939843828065819,0.023512112253920352,0.0001984927688955877,0.029015031984893552,0.029494665316076328,0.001041449720571069,0.49362244897959184,0.49617346938775508,5.5511151231257827e-17,0.48979591836734693,0.48979591836734693,0,0.022308709925902753,0.022308709925902753,0.011762481683614864,-0.059217806540790396,-0.03046510217093662,0,0.52295918367346939,0.52295918367346939,0.0010414497205710747,-0.029336734693877556,-0.026785714285714302
lstm_seed_mean,seed_metric_summary,seed_mean,D3,trend,positive_trend,4,4,55,55,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.01963519926229924,0.025669994526266785,0.46060606060606063,0.38636363636363641,0.017862710857014463,-0.11814622340907699,0.51818181818181819,-0.057575757575757558,0.00029009150172525642,0.019299010020809342,0.020006916608911556,0.00036686346480865114,0.02537461549470444,0.026187070863012217,0.011930314960623939,0.45000000000000001,0.47727272727272724,0,0.38636363636363641,0.38636363636363641,0,0.017862710857014463,0.017862710857014463,0.017191713533448047,-0.13933326668436369,-0.097224854984103881,0,0.51818181818181819,0.51818181818181819,0.011930314960623948,-0.068181818181818163,-0.040909090909090909
lstm_seed_mean,seed_metric_summary,seed_mean,D3,volatility,high_volatility,4,4,251,251,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.022467453746072338,0.028535296710697832,0.48738379814077026,0.46713147410358569,0.021334487022361497,-0.057713425261841478,0.52191235059760954,-0.034528552456839279,0.00021919766533294981,0.022207933481855086,0.022744041495053879,0.00021870733382654437,0.028279272198231276,0.028813601792995663,0.0020466181948768161,0.48505976095617531,0.49003984063745021,0,0.46713147410358569,0.46713147410358569,3.4694469519536142e-18,0.021334487022361494,0.021334487022361494,0.011548017579227878,-0.073120347440174371,-0.045319001930412828,0,0.52191235059760954,0.52191235059760954,0.0020466181948768161,-0.03685258964143423,-0.031872509960159334
lstm_seed_mean,seed_metric_summary,seed_mean,D3,volatility,low_volatility,4,0,0,0,unavailable_incomplete_assets,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lstm_seed_mean,seed_metric_summary,seed_mean,D4,transition,stable,4,4,247,247,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.0146643330818095,0.019944880471763116,0.52091767881241569,0.55870445344129549,0.014306475681600289,-0.021750784846664151,0.51720647773279349,0.0037112010796221582,0.00018007594754316031,0.014448860339368427,0.014889626431870268,0.00019256101719135107,0.019715594879796842,0.020186765972842295,0.0053769829455159509,0.51417004048582993,0.52732793522267207,0,0.55870445344129549,0.55870445344129549,0,0.014306475681600289,0.014306475681600289,0.0090058824323684169,-0.029013765521412049,-0.009058626136198622,0,0.51720647773279349,0.51720647773279349,0.0053769829455159396,-0.0030364372469635498,0.010121457489878569
lstm_seed_mean,seed_metric_summary,seed_mean,D4,transition,transition,4,0,3,3,unavailable_incomplete_assets,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lstm_seed_mean,seed_metric_summary,seed_mean,D4,trend,negative_trend,4,4,53,53,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.013999026263914331,0.018413670929377592,0.5691823899371069,0.65566037735849059,0.014143814057483333,0.011818070090314223,0.51886792452830188,0.05031446540880502,0.00051564419529144079,0.013299875543578765,0.014528113759876133,0.00051673993345750574,0.017682994277204073,0.018789684494144258,0.041181763690908132,0.51415094339622647,0.6132075471698113,0,0.65566037735849059,0.65566037735849059,1.7347234759768071e-18,0.014143814057483332,0.014143814057483332,0.034608319864486273,-0.012988314969993614,0.060760093348115884,0,0.51886792452830188,0.51886792452830188,0.04118176369090816,-0.0047169811320754845,0.094339622641509413
lstm_seed_mean,seed_metric_summary,seed_mean,D4,trend,positive_trend,4,4,197,197,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.014743224410115878,0.020197042646050052,0.50930626057529604,0.5291878172588832,0.014262704691462231,-0.030327090851974797,0.51903553299492389,-0.0097292724196277377,9.9127166570368218e-05,0.014648612638699366,0.014880116858770128,0.0001599319261165294,0.020077474360754563,0.02042309434521631,0.0047858326983861227,0.5025380710659898,0.51269035532994922,0,0.5291878172588832,0.5291878172588832,1.7347234759768071e-18,0.014262704691462232,0.014262704691462232,0.0026347829069066639,-0.033386739424877576,-0.026955518915180998,0,0.51903553299492389,0.51903553299492389,0.0047858326983861027,-0.01649746192893399,-0.0063451776649746106
lstm_seed_mean,seed_metric_summary,seed_mean,D4,volatility,high_volatility,4,4,135,135,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.016139167851101352,0.022006819886720024,0.50617283950617287,0.58333333333333337,0.015696703068057427,-0.026871749531734934,0.53333333333333333,-0.027160493827160476,0.000151581807827625,0.015985035606971447,0.016345261122193346,0.00013191792526357255,0.021844363022383941,0.022167479634698228,0.015220775315972756,0.48888888888888893,0.52592592592592591,0,0.58333333333333337,0.58333333333333337,0,0.015696703068057427,0.015696703068057427,0.0076631163104964916,-0.034676035730265842,-0.016457704630318204,0,0.53333333333333333,0.53333333333333333,0.015220775315972782,-0.044444444444444425,-0.0074074074074073903
lstm_seed_mean,seed_metric_summary,seed_mean,D4,volatility,low_volatility,4,4,115,115,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.012761529920709608,0.016930501295828331,0.54057971014492756,0.52391304347826095,0.012524522218060207,-0.013831249285802641,0.50217391304347825,0.038405797101449264,0.0002253838331734217,0.012458176406020035,0.012997937382217817,0.0002998471672341888,0.016565308452328183,0.017299747458643745,0.0097758967849507425,0.52826086956521745,0.55217391304347829,0,0.52391304347826095,0.52391304347826095,0,0.012524522218060207,0.012524522218060207,0.012898142708302191,-0.023602040416217107,0.0043936312207339956,0,0.50217391304347825,0.50217391304347825,0.0097758967849507494,0.026086956521739132,0.049999999999999989
lstm_seed_mean,seed_metric_summary,seed_mean,D5,transition,stable,4,4,217,217,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.01440384514456948,0.019399576991377329,0.51920122887864828,0.55645161290322576,0.014187063855588844,-0.020321268293985173,0.51843317972350234,0.00076804915514594918,0.00016845495332055757,0.014165781466906283,0.014530614617435593,0.00018970253595411766,0.019147439125619649,0.019605021302740347,0.0084310669739247873,0.51267281105990781,0.53110599078341014,0,0.55645161290322576,0.55645161290322576,1.7347234759768071e-18,0.014187063855588846,0.014187063855588846,0.014865347551877418,-0.031649546487338642,0.00067976819550397138,0,0.51843317972350234,0.51843317972350234,0.0084310669739247751,-0.0057603686635944451,0.012672811059907835
lstm_seed_mean,seed_metric_summary,seed_mean,D5,transition,transition,4,4,35,35,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.01559773713512296,0.021000114517744584,0.49285714285714288,0.59285714285714286,0.015411930557210735,-0.036492924276525111,0.52142857142857135,-0.028571428571428553,0.00044350200792501782,0.015160849559597046,0.016205909009266151,0.00033813429734721323,0.020575388944265145,0.021402762209267005,0.015430334996209178,0.47857142857142854,0.51428571428571423,0,0.59285714285714286,0.59285714285714286,1.7347234759768071e-18,0.015411930557210737,0.015411930557210737,0.037114086657360594,-0.087489987559399379,-0.00023996122254946184,0,0.52142857142857135,0.52142857142857135,0.015430334996209197,-0.042857142857142844,-0.0071428571428571175
lstm_seed_mean,seed_metric_summary,seed_mean,D5,trend,negative_trend,4,0,0,0,unavailable_incomplete_assets,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lstm_seed_mean,seed_metric_summary,seed_mean,D5,trend,positive_trend,4,4,252,252,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.014569663476590796,0.01965172431418917,0.51554232804232802,0.56150793650793651,0.014357184230814108,-0.021774505506853736,0.51884920634920639,-0.0033068783068783227,0.00019430953560887579,0.014303985368668889,0.014763294394078724,0.00021111835746579795,0.01937366571230488,0.019884928992630956,0.009388273522869325,0.50793650793650791,0.52876984126984128,0,0.56150793650793651,0.56150793650793651,0,0.014357184230814108,0.014357184230814108,0.016831331964012191,-0.0382838699441162,0.0013301352279622425,0,0.51884920634920639,0.51884920634920639,0.0093882735228693025,-0.010912698412698429,0.0099206349206348993
lstm_seed_mean,seed_metric_summary,seed_mean,D5,volatility,high_volatility,4,4,93,93,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.014583862735970324,0.019216175184210583,0.51164874551971329,0.55376344086021501,0.014316646011121668,-0.026835754673691769,0.5161290322580645,-0.0044802867383512647,0.00020184513448572516,0.014356420989533851,0.014846965256176355,0.00021789641036717462,0.0189713514311909,0.019500649597860777,0.011263266209656383,0.5,0.5268817204301075,0,0.55376344086021501,0.55376344086021501,0,0.014316646011121668,0.014316646011121668,0.017960331158610243,-0.049135363905794871,-0.0051547671201898626,0,0.5161290322580645,0.5161290322580645,0.011263266209656387,-0.01612903225806453,0.010752688172042987
lstm_seed_mean,seed_metric_summary,seed_mean,D5,volatility,low_volatility,4,4,159,159,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.014561358249406542,0.019878557323118565,0.51781970649895182,0.56603773584905659,0.014380895264973837,-0.019182010565997321,0.52044025157232709,-0.0026205450733752613,0.00020380878805250101,0.014273315477219571,0.014714354833229169,0.00021557690343848414,0.019579745311839473,0.020080343080386923,0.0085479593450210212,0.51100628930817615,0.52987421383647804,0,0.56603773584905659,0.56603773584905659,0,0.014380895264973837,0.014380895264973837,0.017103810977349802,-0.032590202843972627,0.0049569876318204809,0,0.52044025157232709,0.52044025157232709,0.0085479593450210108,-0.0094339622641509413,0.0094339622641509413
