model,model_config_id,seed,fold,asset,regime_dimension,regime_value,n,mae,rmse,directional_accuracy,actual_positive_direction_balance,sample_size_status,matched_baseline_mae,mae_skill,matched_direction_persistence_da,da_difference
lightgbm,LGBM_01,1729,D3,AAPL,transition,stable,194,0.017819414308502372,0.022479333266932359,0.4845360824742268,0.4484536082474227,reportable,0.017110429281352615,-0.04143584100034392,0.51030927835051543,-0.025773195876288624
lightgbm,LGBM_01,1729,D3,MSFT,trend,negative_trend,196,0.018418899370234852,0.023336608761441707,0.48979591836734693,0.48979591836734693,reportable,0.018361954676141084,-0.0031012326899901854,0.5,-0.010204081632653073
lightgbm,LGBM_01,1729,D3,MSFT,trend,positive_trend,55,0.013518374408754048,0.018442249395620901,0.36363636363636365,0.36363636363636365,reportable,0.012996384342565779,-0.040164252797498801,0.52727272727272723,-0.16363636363636358
lightgbm,LGBM_01,1729,D3,MSFT,volatility,high_volatility,251,0.017345079159551812,0.022356000773373349,0.46215139442231074,0.46215139442231074,reportable,0.017186232093086729,-0.0092426929652009715,0.50597609561752988,-0.04382470119521914
lightgbm,LGBM_01,1729,D3,MSFT,volatility,low_volatility,0,,,,,descriptive_low_n,,,,
lightgbm,LGBM_01,1729,D3,MSFT,transition,transition,57,0.018322554098982608,0.022986211907754139,0.49122807017543857,0.50877192982456143,reportable,0.018201322357462277,-0.0066606007596270445,0.52631578947368418,-0.035087719298245612
lightgbm,LGBM_01,1729,D3,MSFT,transition,stable,194,0.017057882914461316,0.022167430478168524,0.45360824742268041,0.4484536082474227,reportable,0.016887983922625877,-0.010060347796033486,0.5,-0.046391752577319589
lightgbm,LGBM_01,1729,D3,GOOGL,trend,negative_trend,196,0.020184761714793151,0.025638269492279819,0.46938775510204084,0.47448979591836737,reportable,0.020068293172923479,-0.0058036097472811132,0.52040816326530615,-0.051020408163265307
lightgbm,LGBM_01,1729,D3,GOOGL,trend,positive_trend,55,0.014753151449703461,0.02056721452529988,0.36363636363636365,0.36363636363636365,reportable,0.014087538845999751,-0.047248324280057874,0.49090909090909091,-0.12727272727272726
lightgbm,LGBM_01,1729,D3,GOOGL,volatility,high_volatility,251,0.018994568230410951,0.024616618645226438,0.44621513944223107,0.45019920318725098,reportable,0.018757769316426243,-0.012624044468728002,0.51394422310756971,-0.067729083665338641
lightgbm,LGBM_01,1729,D3,GOOGL,volatility,low_volatility,0,,,,,descriptive_low_n,,,,
lightgbm,LGBM_01,1729,D3,GOOGL,transition,transition,57,0.01816396682207945,0.022941017099847069,0.45614035087719296,0.49122807017543857,reportable,0.017983269352253469,-0.010048087824661156,0.49122807017543857,-0.035087719298245612
lightgbm,LGBM_01,1729,D3,GOOGL,transition,stable,194,0.019238610912240307,0.025087672164290923,0.44329896907216493,0.43814432989690721,reportable,0.018985328584250206,-0.013340950453721412,0.52061855670103097,-0.077319587628866038
lightgbm,LGBM_01,1729,D3,NVDA,trend,negative_trend,196,0.03273141807448321,0.040480351277148302,0.50510204081632648,0.50510204081632648,reportable,0.032799896831423592,0.0020877735467380587,0.5714285714285714,-0.066326530612244916
